# category	subcategory	protein:ID	color	position
Information Storage and Processing	RNA Processing and Modification	PRP11:GS115_000256-T1	rgb(89,146,166)	
Cellular Processes and Signaling	Cell Cycle Control, Cell Division, Chromosome Partitioning	NUF2:GS115_000257-T1	rgb(125,70,105)	
Information Storage and Processing	Replication, Recombination and Repair	SLX1:GS115_000258-T1	rgb(55,104,134)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	HTS1:GS115_000259-T1	rgb(154,176,177)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	FAR1:GS115_000260-T1	rgb(129,77,127)	
Poorly Characterized	Function Unknown	XP_002489590.1:GS115_000261-T1	rgb(12,43,59)	
Poorly Characterized	Function Unknown	GS115_000262-T1:GS115_000262-T1	rgb(16,48,64)	
Poorly Characterized	Function Unknown	GS115_000263-T1:GS115_000263-T1	rgb(19,45,65)	
Information Storage and Processing	RNA Processing and Modification	LUC7:GS115_000264-T1	rgb(90,138,169)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	IMP1:GS115_000265-T1	rgb(129,83,128)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	SWP1:GS115_000266-T1	rgb(124,84,130)	
Poorly Characterized	Function Unknown	AOA66539.1:GS115_000267-T1	rgb(17,46,57)	
Metabolism	Energy Production and Conversion	LEU5:GS115_000268-T1	rgb(251,167,49)	
Metabolism	Carbohydrate Transport and Metabolism	OCH1:GS115_000269-T1	rgb(234,137,16)	
Information Storage and Processing	Transcription	RAP1:GS115_000270-T1	rgb(113,176,192)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	YNL217W:GS115_000271-T1	rgb(188,136,160)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	GYP7:GS115_000272-T1	rgb(182,126,161)	
Information Storage and Processing	Transcription	PAA1:GS115_000273-T1	rgb(116,169,190)	
Information Storage and Processing	RNA Processing and Modification	LSM5:GS115_000274-T1	rgb(93,137,167)	
Information Storage and Processing	Replication, Recombination and Repair	MAG1:GS115_000275-T1	rgb(44,103,127)	
Information Storage and Processing	Replication, Recombination and Repair	DDI1:GS115_000276-T1	rgb(50,93,136)	
Cellular Processes and Signaling	Defense Mechanisms	OCA6:GS115_000277-T1	rgb(107,72,129)	
Poorly Characterized	Function Unknown	DOS2:GS115_000278-T1	rgb(14,48,64)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	DOA4:GS115_000279-T1	rgb(122,79,120)	
Poorly Characterized	Function Unknown	SLS1:GS115_000280-T1	rgb(12,43,63)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	CPR1:GS115_000281-T1	rgb(134,75,123)	
Metabolism	Nucleotide Transport and Metabolism	ENT5:GS115_000282-T1	rgb(252,197,57)	
Poorly Characterized	Function Unknown	GIR2:GS115_000283-T1	rgb(14,53,62)	
Poorly Characterized	Function Unknown	YDR161W:GS115_000284-T1	rgb(12,55,61)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	NBP2:GS115_000285-T1	rgb(184,138,149)	
Information Storage and Processing	RNA Processing and Modification	CWC15:GS115_000286-T1	rgb(93,144,165)	
Metabolism	Amino Acid Transport and Metabolism	PUT1:GS115_000287-T1	rgb(241,176,41)	
Poorly Characterized	Function Unknown	YRB30:GS115_000288-T1	rgb(17,47,64)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	DEG1:GS115_000289-T1	rgb(153,173,176)	
Poorly Characterized	Function Unknown	AOA65438.1:GS115_000290-T1	rgb(19,51,56)	
Information Storage and Processing	RNA Processing and Modification	SPB4:GS115_000291-T1	rgb(88,140,171)	
Metabolism	Amino Acid Transport and Metabolism	YGR012W:GS115_000292-T1	rgb(243,179,42)	
Poorly Characterized	Function Unknown	GS115_000293-T1:GS115_000293-T1	rgb(22,47,68)	
Information Storage and Processing	Transcription	ASG1:GS115_000294-T1	rgb(112,179,197)	
Information Storage and Processing	RNA Processing and Modification	AOA65847.1:GS115_000295-T1	rgb(91,147,161)	
Poorly Characterized	Function Unknown	MSB2:GS115_000296-T1	rgb(19,44,69)	
Poorly Characterized	Function Unknown	IRC19:GS115_000297-T1	rgb(14,55,60)	
Poorly Characterized	Function Unknown	AOA65925.1:GS115_000298-T1	rgb(18,53,58)	
Poorly Characterized	Function Unknown	AOA66786.1:GS115_000299-T1	rgb(18,44,61)	
Poorly Characterized	Function Unknown	AOA65756.1:GS115_000300-T1	rgb(19,44,68)	
Poorly Characterized	Function Unknown	YDL085C-A:GS115_000301-T1	rgb(10,54,63)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	TIF34:GS115_000302-T1	rgb(154,174,172)	
Poorly Characterized	Function Unknown	AOA66354.1:GS115_000304-T1	rgb(23,43,59)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	SWH1:GS115_000306-T1	rgb(188,130,160)	
Information Storage and Processing	Replication, Recombination and Repair	HSM3:GS115_000307-T1	rgb(54,101,136)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	YJL049W:GS115_000308-T1	rgb(99,57,84)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	UBX7:GS115_000309-T1	rgb(121,83,128)	
Metabolism	Inorganic Ion Transport and Metabolism	PMA1:GS115_000310-T1	rgb(134,52,10)	
Metabolism	Carbohydrate Transport and Metabolism	SEO1:GS115_000311-T1	rgb(228,128,16)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	DPM1:GS115_000312-T1	rgb(164,109,158)	
Poorly Characterized	Function Unknown	AOA66277.1:GS115_000313-T1	rgb(10,53,69)	
Poorly Characterized	Function Unknown	SCV11784.1:GS115_000314-T1	rgb(23,43,69)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	VAM6:GS115_000315-T1	rgb(98,63,83)	
Poorly Characterized	Function Unknown	UTP21:GS115_000316-T1	rgb(23,50,58)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	VIP1:GS115_000317-T1	rgb(66,56,73)	
Metabolism	Nucleotide Transport and Metabolism	PRS1:GS115_000318-T1	rgb(245,203,70)	
Poorly Characterized	Function Unknown	BER1:GS115_000319-T1	rgb(14,43,60)	
Metabolism	Lipid Transport and Metabolism	FAS1:GS115_000320-T1	rgb(114,43,1)	
Metabolism	Lipid Transport and Metabolism	NTE1:GS115_000321-T1	rgb(118,46,2)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	ULP2:GS115_000322-T1	rgb(130,84,127)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	ERO1:GS115_000323-T1	rgb(131,74,131)	
Information Storage and Processing	Transcription	TAF13:GS115_000324-T1	rgb(112,168,190)	
Metabolism	Lipid Transport and Metabolism	AOA65537.1:GS115_000325-T1	rgb(121,40,10)	
Information Storage and Processing	RNA Processing and Modification	LSM3:GS115_000326-T1	rgb(88,145,166)	
Information Storage and Processing	RNA Processing and Modification	YSH1:GS115_000327-T1	rgb(84,150,167)	
Poorly Characterized	Function Unknown	PIP2:GS115_000328-T1	rgb(18,56,56)	
Poorly Characterized	Function Unknown	AOA66677.1:GS115_000329-T1	rgb(14,50,60)	
Information Storage and Processing	Transcription	POB3:GS115_000330-T1	rgb(111,166,187)	
Information Storage and Processing	RNA Processing and Modification	SUB2:GS115_000331-T1	rgb(92,142,172)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	ARP6:GS115_000332-T1	rgb(69,53,61)	
Poorly Characterized	Function Unknown	YDR089W:GS115_000333-T1	rgb(20,55,56)	
Information Storage and Processing	RNA Processing and Modification	SLU7:GS115_000334-T1	rgb(92,137,171)	
Information Storage and Processing	RNA Processing and Modification	RRP1:GS115_000335-T1	rgb(90,144,160)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SSS1:GS115_000336-T1	rgb(104,60,76)	
Poorly Characterized	Function Unknown	AOA65437.1:GS115_000337-T1	rgb(20,50,69)	
Information Storage and Processing	Replication, Recombination and Repair	RAD4:GS115_000338-T1	rgb(55,95,137)	
Poorly Characterized	Function Unknown	AOA65963.1:GS115_000339-T1	rgb(19,56,68)	
Metabolism	Carbohydrate Transport and Metabolism	STL1:GS115_000340-T1	rgb(234,134,24)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	DFM1:GS115_000341-T1	rgb(128,73,125)	
Metabolism	Inorganic Ion Transport and Metabolism	GCG1:GS115_000342-T1	rgb(130,58,2)	
Metabolism	Amino Acid Transport and Metabolism	GAP1:GS115_000343-T1	rgb(244,185,39)	
Poorly Characterized	Function Unknown	AOA65851.1:GS115_000344-T1	rgb(17,49,56)	
Metabolism	Lipid Transport and Metabolism	ATG15:GS115_000345-T1	rgb(118,40,0)	
Poorly Characterized	Function Unknown	REI1:GS115_000346-T1	rgb(13,43,65)	
Poorly Characterized	Function Unknown	AOA66217.1:GS115_000347-T1	rgb(18,48,61)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	TIM54:GS115_000348-T1	rgb(104,57,76)	
Poorly Characterized	Function Unknown	TRM82:GS115_000349-T1	rgb(23,55,67)	
Poorly Characterized	Function Unknown	OPI1:GS115_000350-T1	rgb(13,49,57)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	VPS24:GS115_000351-T1	rgb(96,59,82)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	RET2:GS115_000352-T1	rgb(98,62,77)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	SSZ1:GS115_000354-T1	rgb(123,83,123)	
Metabolism	Amino Acid Transport and Metabolism	AOA66720.1:GS115_000355-T1	rgb(237,182,41)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	DIA2:GS115_000356-T1	rgb(126,83,128)	
Information Storage and Processing	Transcription	BAS1:GS115_000357-T1	rgb(119,178,193)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	UBP7:GS115_000358-T1	rgb(134,84,129)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	AOA66287.1:GS115_000359-T1	rgb(134,71,128)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	GPB2:GS115_000360-T1	rgb(189,128,149)	
Poorly Characterized	Function Unknown	AOA66373.1:GS115_000361-T1	rgb(17,54,64)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	GPI12:GS115_000362-T1	rgb(163,109,164)	
Information Storage and Processing	Transcription	TFC3:GS115_000363-T1	rgb(117,169,185)	
Information Storage and Processing	RNA Processing and Modification	IMP4:GS115_000364-T1	rgb(85,142,168)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	MSK1:GS115_000365-T1	rgb(147,173,172)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SEC23:GS115_000366-T1	rgb(97,60,76)	
Information Storage and Processing	Replication, Recombination and Repair	RNH201:GS115_000367-T1	rgb(49,104,129)	
Metabolism	Energy Production and Conversion	LAT1:GS115_000368-T1	rgb(254,172,55)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	KNS1:GS115_000369-T1	rgb(191,135,155)	
Poorly Characterized	Function Unknown	AOA66842.1:GS115_000370-T1	rgb(11,50,60)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	TIF4631:GS115_000371-T1	rgb(158,169,179)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	RPT6:GS115_000372-T1	rgb(131,81,131)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	UFD1:GS115_000373-T1	rgb(127,82,127)	
Information Storage and Processing	Transcription	ZAP1:GS115_000374-T1	rgb(107,179,186)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	SPS1:GS115_000375-T1	rgb(192,133,152)	
Poorly Characterized	Function Unknown	NUG1:GS115_000376-T1	rgb(13,53,67)	
Information Storage and Processing	Transcription	SUA7:GS115_000377-T1	rgb(112,178,195)	
Information Storage and Processing	RNA Processing and Modification	MRD1:GS115_000378-T1	rgb(84,150,170)	
Information Storage and Processing	RNA Processing and Modification	HAS1:GS115_000379-T1	rgb(89,141,166)	
Metabolism	Coenzyme Transport and Metabolism	FOL2:GS115_000380-T1	rgb(250,159,33)	
Metabolism	Nucleotide Transport and Metabolism	YND1:GS115_000381-T1	rgb(255,199,66)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	TMA20:GS115_000382-T1	rgb(148,176,182)	
Information Storage and Processing	RNA Processing and Modification	IST3:GS115_000383-T1	rgb(86,149,165)	
Information Storage and Processing	RNA Processing and Modification	UTP8:GS115_000386-T1	rgb(89,148,169)	
Metabolism	Amino Acid Transport and Metabolism	YFR006W:GS115_000387-T1	rgb(250,184,39)	
Metabolism	Carbohydrate Transport and Metabolism	PCM1:GS115_000388-T1	rgb(236,137,17)	
Information Storage and Processing	Replication, Recombination and Repair	LCL3:GS115_000389-T1	rgb(47,93,126)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	GUP1:GS115_000390-T1	rgb(191,134,161)	
Poorly Characterized	Function Unknown	AOA66411.1:GS115_000391-T1	rgb(23,44,68)	
Metabolism	Lipid Transport and Metabolism	TGL1:GS115_000392-T1	rgb(115,46,7)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	AOA65895.1:GS115_000393-T1	rgb(194,130,150)	
Metabolism	Carbohydrate Transport and Metabolism	FBA1:GS115_000394-T1	rgb(232,129,21)	
Information Storage and Processing	Replication, Recombination and Repair	AOA65698.1:GS115_000395-T1	rgb(55,95,135)	
Information Storage and Processing	Transcription	NHP6B:GS115_000396-T1	rgb(115,174,186)	
Information Storage and Processing	Transcription	NHP6B:GS115_000396-T2	rgb(109,166,198)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	TIM12:GS115_000397-T1	rgb(99,57,82)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	AOA66015.1:GS115_000398-T1	rgb(71,55,74)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPS22A:GS115_000399-T1	rgb(150,175,172)	
Poorly Characterized	Function Unknown	TTI1:GS115_000400-T1	rgb(13,45,58)	
Poorly Characterized	Function Unknown	REG1:GS115_000401-T1	rgb(14,46,59)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	RPN9:GS115_000402-T1	rgb(129,79,124)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	MUB1:GS115_000403-T1	rgb(133,75,123)	
Metabolism	Energy Production and Conversion	OAC1:GS115_000404-T1	rgb(255,175,50)	
Poorly Characterized	Function Unknown	YMR102C:GS115_000405-T1	rgb(11,55,66)	
Information Storage and Processing	RNA Processing and Modification	NPL3:GS115_000406-T1	rgb(91,137,168)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	KIP3:GS115_000407-T1	rgb(73,49,65)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	UBX2:GS115_000408-T1	rgb(128,75,121)	
Poorly Characterized	Function Unknown	YDL218W:GS115_000409-T1	rgb(14,52,66)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	HLJ1:GS115_000410-T1	rgb(121,83,132)	
Information Storage and Processing	Replication, Recombination and Repair	INO80:GS115_000411-T1	rgb(45,97,126)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RRS1:GS115_000412-T1	rgb(154,174,176)	
Poorly Characterized	Function Unknown	AOA65618.1:GS115_000413-T1	rgb(23,44,69)	
Poorly Characterized	Function Unknown	YOR296W:GS115_000414-T1	rgb(23,50,66)	
Poorly Characterized	Function Unknown	YFL042C:GS115_000415-T1	rgb(15,45,58)	
Metabolism	Inorganic Ion Transport and Metabolism	AOA65510.1:GS115_000416-T1	rgb(136,58,5)	
Poorly Characterized	Function Unknown	YGR053C:GS115_000417-T1	rgb(14,50,69)	
Poorly Characterized	Function Unknown	AOA65678.1:GS115_000418-T1	rgb(20,50,69)	
Poorly Characterized	Function Unknown	AOA65962.1:GS115_000419-T1	rgb(21,50,57)	
Information Storage and Processing	Transcription	TAF6:GS115_000420-T1	rgb(116,179,189)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	YBR238C:GS115_000421-T1	rgb(126,72,120)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	GPA1:GS115_000422-T1	rgb(190,131,158)	
Poorly Characterized	Function Unknown	PCL5:GS115_000423-T1	rgb(16,45,68)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RSM7:GS115_000424-T1	rgb(158,167,172)	
Metabolism	Energy Production and Conversion	COR1:GS115_000425-T1	rgb(246,172,45)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	MRP2:GS115_000426-T1	rgb(153,179,173)	
Poorly Characterized	Function Unknown	ART10:GS115_000427-T1	rgb(19,55,61)	
Information Storage and Processing	Transcription	SET2:GS115_000428-T1	rgb(111,177,186)	
Metabolism	Carbohydrate Transport and Metabolism	CDA2:GS115_000429-T1	rgb(234,124,18)	
Poorly Characterized	Function Unknown	YJL055W:GS115_000430-T1	rgb(12,46,57)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	PBS2:GS115_000431-T1	rgb(191,137,160)	
Information Storage and Processing	Transcription	SIN4:GS115_000432-T1	rgb(116,175,189)	
Metabolism	Amino Acid Transport and Metabolism	GDH3:GS115_000433-T1	rgb(238,180,47)	
Metabolism	Lipid Transport and Metabolism	AOA66686.1:GS115_000434-T1	rgb(119,45,7)	
Poorly Characterized	Function Unknown	AOA66162.1:GS115_000435-T1	rgb(21,48,66)	
Metabolism	Inorganic Ion Transport and Metabolism	ISA1:GS115_000436-T1	rgb(131,62,0)	
Metabolism	Amino Acid Transport and Metabolism	FRA1:GS115_000437-T1	rgb(245,187,48)	
Cellular Processes and Signaling	Nuclear Structure	KAP122:GS115_000438-T1	rgb(170,106,128)	
Information Storage and Processing	Replication, Recombination and Repair	RFA1:GS115_000439-T1	rgb(53,105,128)	
Poorly Characterized	Function Unknown	RPN14:GS115_000440-T1	rgb(12,56,69)	
Poorly Characterized	Function Unknown	AOA65956.1:GS115_000441-T1	rgb(18,46,58)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	COG7:GS115_000442-T1	rgb(100,62,71)	
Metabolism	Inorganic Ion Transport and Metabolism	PMC1:GS115_000443-T1	rgb(142,55,6)	
